Date,Open,High,Low,Close,Volume,Daily_Return,MA5,MA10,Volatility,Target
2015-01-15,12.965999603271484,13.050000190734863,12.666666984558104,12.791333198547363,78247500,-0.004255528597720826,13.302400016784668,13.732866573333741,0.45431125784054965,12.871333122253418
2015-01-16,12.713333129882812,12.965999603271484,12.643333435058594,12.871333122253418,54048000,0.006254228739435819,13.121199989318848,13.557933139801026,0.3942349263703409,12.795332908630373
2015-01-20,12.924667358398438,12.941332817077637,12.469332695007324,12.795332908630373,67548000,-0.005904610882275119,12.98413314819336,13.43686647415161,0.35521854342251663,13.104666709899902
2015-01-21,12.636667251586914,13.245332717895508,12.633999824523926,13.104666709899902,62295000,0.024175518017267583,12.88173313140869,13.338799858093262,0.12915258787689007,13.441332817077637
2015-01-22,13.133333206176758,13.54933261871338,13.013333320617676,13.441332817077637,61753500,0.02569055090301542,13.000799751281738,13.276599884033203,0.2773590612038935,13.419333457946776
2015-01-23,13.352666854858398,13.56666660308838,13.222000122070312,13.419333457946776,51579000,-0.0016366947705446222,13.126399803161622,13.214399909973144,0.30005397725527144,13.770000457763672
2015-01-26,13.45533275604248,13.907999992370604,13.403332710266112,13.770000457763672,48517500,0.026131476717216273,13.306133270263672,13.213666629791259,0.3700580197681411,13.732000350952148
2015-01-27,13.628000259399414,13.868666648864746,13.553333282470703,13.732000350952148,41715000,-0.0027596300325537504,13.493466758728028,13.238799953460694,0.2705311134819658,13.291333198547363
2015-01-28,13.740667343139648,13.758000373840332,13.227999687194824,13.291333198547363,47244000,-0.03209052877530916,13.530800056457519,13.206266593933105,0.20944686440296356,13.68000030517578
2015-01-29,13.404666900634766,13.732000350952148,13.100000381469728,13.68000030517578,53221500,0.02924214605280495,13.578533554077149,13.289666652679443,0.2111491471408616,13.57333278656006
2015-01-30,13.597332954406738,13.83133316040039,13.533332824707031,13.57333278656006,45105000,-0.007797333058198963,13.609333419799805,13.367866611480713,0.19253250899876118,14.062666893005373
2015-02-02,13.597999572753906,14.130000114440918,13.553333282470703,14.062666893005373,62238000,0.0360511389604945,13.667866706848145,13.486999988555908,0.27876588764703497,14.557332992553713
2015-02-03,14.214667320251465,14.691332817077637,14.084667205810549,14.557332992553713,72393000,0.0351758385028933,13.832933235168458,13.663199996948242,0.4903172533433728,14.56999969482422
2015-02-04,14.552666664123535,14.76533317565918,14.453332901000977,14.56999969482422,49581000,0.0008701251992371262,14.088666534423828,13.809733295440674,0.47026131040254743,14.732666969299316
2015-02-05,14.658666610717772,15.031999588012695,14.642666816711426,14.732666969299316,52843500,0.011164535201251935,14.299199867248536,13.938866710662841,0.4771503568810069,14.490667343139648
2015-02-06,14.800000190734863,14.893333435058594,14.43333339691162,14.490667343139648,48658500,-0.016426056915829212,14.482666778564454,14.046000099182129,0.25108070915772246,14.498666763305664
2015-02-09,14.358667373657228,14.528667449951172,14.13266658782959,14.498666763305664,52086000,0.0005520394593698796,14.569866752624511,14.118866729736329,0.09747180144313931,14.419333457946776
2015-02-10,14.50333309173584,14.699999809265137,14.333333015441896,14.419333457946776,80857500,-0.005471765552931496,14.542266845703125,14.187600040435791,0.11905609146633238,14.186667442321776
2015-02-11,14.147333145141602,14.315999984741213,13.8186674118042,14.186667442321776,146536500,-0.016135698387415576,14.465600395202637,14.277133464813232,0.19557000873346986,13.525333404541016
2015-02-12,12.904666900634766,13.53933334350586,12.885333061218262,13.525333404541016,234744000,-0.046616588460223096,14.224133682250976,14.261666774749756,0.4105597108441609,13.584667205810549
2015-02-13,13.526666641235352,13.732666969299316,13.394000053405762,13.584667205810549,92865000,0.004386864226918918,14.042933654785156,14.262800216674805,0.46042019857140104,13.623332977294922
2015-02-17,13.713333129882812,13.713333129882812,13.43333339691162,13.623332977294922,59694000,0.0028462803614235366,13.867866897583008,14.21886682510376,0.40714777783141426,13.630666732788086
2015-02-18,13.611332893371582,13.744667053222656,13.506667137145996,13.630666732788086,40704000,0.0005383231478952588,13.71013355255127,14.126200199127197,0.2696417819427402,14.11400032043457
2015-02-19,13.666666984558104,14.162667274475098,13.583333015441896,14.11400032043457,77311500,0.035459277020091884,13.695600128173828,14.080600261688232,0.23758918233846746,14.473999977111816
2015-02-20,14.052000045776367,14.506667137145996,13.987333297729492,14.473999977111816,89731500,0.025506564298148016,13.885333442687989,14.054733562469483,0.39456190665230845,13.822667121887209
2015-02-23,14.37733268737793,14.546667098999023,13.755332946777344,13.822667121887209,127497000,-0.04500019733692007,13.93293342590332,13.987933540344239,0.362254911104937,13.607333183288574
2015-02-24,13.81933307647705,13.81933307647705,13.446666717529297,13.607333183288574,99054000,-0.015578320500655662,13.92973346710205,13.89880018234253,0.3657274818800175,13.583999633789062
2015-02-25,13.662667274475098,13.809332847595217,13.505332946777344,13.583999633789062,58642500,-0.001714777553045277,13.920400047302246,13.815266799926757,0.3757265535956539,13.812666893005373
2015-02-26,13.600000381469728,14.072667121887209,13.481332778930664,13.812666893005373,97093500,0.016833573717678796,13.860133361816406,13.777866744995118,0.36077928577874047,13.555999755859377
2015-02-27,13.793333053588867,13.903332710266112,13.520000457763672,13.555999755859377,58231500,-0.0185820116516362,13.676533317565918,13.780933380126953,0.13016040089286024,13.155332565307615
2015-03-02,13.513333320617676,13.555999755859377,13.055333137512209,13.155332565307615,118831500,-0.02955644716492256,13.54306640625,13.73799991607666,0.23926709612403843,13.303999900817873
2015-03-03,13.120667457580566,13.349332809448242,13.021332740783691,13.303999900817873,66484500,0.011300918070464627,13.48239974975586,13.706066608428955,0.256717418813097,13.496000289916992
2015-03-04,13.283332824707031,13.501333236694336,13.147333145141602,13.496000289916992,63330000,0.014431779204035822,13.464799880981445,13.692599964141845,0.2509626435552553,13.375332832336426
2015-03-05,13.523332595825195,13.746000289916992,13.34333324432373,13.375332832336426,73155000,-0.008940979178158281,13.377333068847657,13.618733215332032,0.15864242217604532,12.925333023071287
2015-03-06,13.280667304992676,13.383333206176758,12.8100004196167,12.925333023071287,100686000,-0.0336440083328029,13.251199722290039,13.46386651992798,0.21994534731411847,12.725333213806152
2015-03-09,12.959333419799805,12.965999603271484,12.550000190734863,12.725333213806152,101050500,-0.015473474370690687,13.165199851989746,13.354133129119873,0.32552611558802863,12.687999725341797
2015-03-10,12.564000129699709,12.899999618530272,12.506667137145996,12.687999725341797,83695500,-0.0029337926038629503,13.041999816894531,13.262199783325196,0.3729719398963362,12.916000366210938
2015-03-11,12.743332862854004,13.07866668701172,12.734000205993652,12.916000366210938,74623500,0.017969786081706296,12.92599983215332,13.195399856567382,0.27336409857929944,12.73799991607666
2015-03-12,12.916666984558104,12.963333129882812,12.649999618530272,12.73799991607666,62239500,-0.013781390917263936,12.798533248901368,13.087933158874511,0.11304522958747582,12.57866668701172
2015-03-13,12.596667289733888,12.783332824707031,12.48799991607666,12.57866668701172,81514500,-0.01250849663327791,12.729199981689453,12.990199851989747,0.12180364149542121,13.046667098999023
2015-03-16,12.800000190734863,13.060667037963867,12.653332710266112,13.046667098999023,84432000,0.037205883869277034,12.793466758728027,12.979333305358887,0.18672428460870766,12.982000350952148
2015-03-17,13.028667449951172,13.247332572937012,12.929332733154297,12.982000350952148,73411500,-0.00495657224609003,12.852266883850097,12.947133350372315,0.19144070919237385,13.380666732788086
2015-03-18,12.997332572937012,13.392000198364258,12.87399959564209,13.380666732788086,72313500,0.030709164308927006,12.945200157165527,12.935599994659423,0.3076360096293025,13.043333053588867
2015-03-19,13.466667175292969,13.63933277130127,12.968667030334473,13.043333053588867,127128000,-0.025210528438961433,13.006266784667968,12.902400016784668,0.28574994232855894,13.20533275604248
2015-03-20,13.16333293914795,13.265999794006348,13.041333198547363,13.20533275604248,64042500,0.012420115455768377,13.13159999847412,12.930399990081787,0.16190696648990047,13.308667182922363
2015-03-23,13.233332633972168,13.366666793823242,13.164667129516602,13.308667182922363,39474000,0.007825204316233458,13.184000015258789,12.988733386993408,0.16975411982619062,13.447999954223633
2015-03-24,13.43866729736328,13.586000442504885,13.31666660308838,13.447999954223633,54748500,0.010469325694766773,13.277199935913085,13.064733409881592,0.15868744604998333,12.953332901000977
2015-03-25,13.218000411987305,13.239333152770996,12.846667289733888,12.953332901000977,85956000,-0.036783689389238594,13.191733169555665,13.068466663360596,0.1989902382182893,12.694000244140623
2015-03-26,12.928000450134276,12.986000061035156,12.646666526794434,12.694000244140623,61920000,-0.020020535165919617,13.121866607666016,13.064066696166993,0.29987382675741436,12.333333015441896
2015-03-27,12.604666709899902,12.619333267211914,12.09333324432373,12.333333015441896,129073500,-0.028412417028683024,12.9474666595459,13.039533329010009,0.45344215907768265,12.704667091369627
2015-03-30,12.390000343322754,12.81666660308838,12.119999885559082,12.704667091369627,151342500,0.030108169094502202,12.826666641235352,13.00533332824707,0.4116921655242343,12.584667205810549
2015-03-31,12.902000427246094,12.917332649230955,12.560667037963867,12.584667205810549,75399000,-0.009445338842494766,12.654000091552735,12.96560001373291,0.22438900966656689,12.505999565124512
2015-04-01,12.579999923706056,12.81999969482422,12.403332710266112,12.505999565124512,56919000,-0.006251070401743664,12.56453342437744,12.878133296966553,0.1530394662906869,12.733332633972168
2015-04-02,12.682000160217283,12.881999969482422,12.666666984558104,12.733332633972168,75156000,0.018177920738268627,12.57239990234375,12.847133255004882,0.1621006025068948,13.539999961853027
2015-04-06,13.199999809265137,13.850000381469728,13.166666984558104,13.539999961853027,186837000,0.06335084074758979,12.813733291625976,12.880599975585938,0.4162313948303174,13.550000190734863
2015-04-07,13.500666618347168,13.670666694641112,13.40933322906494,13.550000190734863,65218500,0.0007385693434276419,12.982799911499024,12.904733276367187,0.5196802375206635,13.844667434692385
2015-04-08,13.880000114440918,14.0600004196167,13.724666595458984,13.844667434692385,94546500,0.0217466597645517,13.23479995727539,12.944400024414062,0.5803137207404082,14.005999565124512
2015-04-09,13.895333290100098,14.024666786193848,13.7413330078125,14.005999565124512,57003000,0.011653015949509626,13.534799957275391,13.049666690826417,0.4900650164686479,14.0600004196167
2015-04-10,13.989999771118164,14.109999656677246,13.93333339691162,14.0600004196167,61015500,0.0038555516327911654,13.800133514404298,13.186266708374024,0.24603406984244935,13.985333442687988
2015-04-13,14.029333114624023,14.199999809265137,13.936667442321776,13.985333442687988,56373000,-0.005310595640134919,13.889200210571289,13.351466751098632,0.20560655420959853,13.830666542053224
2015-04-14,13.904666900634766,13.965999603271484,13.699999809265137,13.830666542053224,45390000,-0.011059221524362672,13.945333480834961,13.464066696166991,0.1021164008331364,13.85533332824707
2015-04-15,13.830666542053224,13.97266674041748,13.773332595825195,13.85533332824707,29286000,0.0017834849910409734,13.9474666595459,13.591133308410644,0.09956738878676,13.779999732971191
2015-04-16,13.846667289733888,13.944666862487791,13.752667427062988,13.779999732971191,24886500,-0.005437155028403029,13.902266693115234,13.718533325195313,0.11625246800981712,13.78600025177002
2015-04-17,13.666000366210938,13.791999816894531,13.56666660308838,13.78600025177002,37048500,0.0004354513000803806,13.847466659545898,13.823800086975098,0.0831884664249429,13.684666633605955
2015-04-20,13.785332679748535,13.856666564941406,13.59000015258789,13.684666633605955,38389500,-0.007350472676152298,13.787333297729493,13.838266754150391,0.06537923278825036,13.96066665649414
2015-04-21,13.720000267028809,14.050000190734863,13.620667457580566,13.96066665649414,51487500,0.020168560205215513,13.813333320617676,13.879333400726319,0.10232845836570088,14.629332542419434
2015-04-22,14.166666984558104,14.791999816894531,14.112667083740234,14.629332542419434,117945000,0.04789641514821552,13.968133163452148,13.957799911499023,0.38280550747028097,14.57333278656006
